video_id,sentiment_title_vader,sentiment_title_roberta_label,sentiment_title_roberta_score,sentiment_description_roberta_label,sentiment_description_roberta_score
e20vaAtncsM,0.0,neutral,0.9093999266624451,positive,0.6169195771217346
wpSRp_R0J9A,0.0,neutral,0.5236599445343018,neutral,0.7999674081802368
LfHcjIxMg4E,-0.5267,neutral,0.7193902134895325,neutral,0.5453272461891174
vBHild0PiTE,0.0,neutral,0.8513092398643494,positive,0.5851299166679382
bkcK-l0p_qM,0.0,neutral,0.7427231669425964,negative,0.5197709798812866
GCHCi511sho,0.2732,neutral,0.8249326348304749,neutral,0.6948445439338684
iyW_-tHf0Qw,0.0,neutral,0.92478346824646,neutral,0.9192649722099304
T6zS0heuw4I,0.0,neutral,0.934898853302002,neutral,0.7198017239570618
dzeThbb05UE,0.0,neutral,0.7739903330802917,,
SUKPCeSCN-k,0.0,negative,0.7084980607032776,neutral,0.8907040357589722
9Bopcme_Sz8,0.0,neutral,0.8475933074951172,neutral,0.505061149597168
5bpQ9-IQffw,0.0,neutral,0.7885133624076843,positive,0.8087692260742188
c8SwOnmDSQ0,0.7506,negative,0.5619633793830872,neutral,0.7429898381233215
iftua6lS7vI,-0.5267,negative,0.7231093049049377,neutral,0.8108021020889282
hF1akWl1k68,-0.0572,negative,0.7122769951820374,negative,0.7910404801368713
ZonPvpgcBc0,0.0,positive,0.4012986123561859,neutral,0.8924678564071655
epa6WxEw1Xk,0.0,neutral,0.9205055832862854,neutral,0.9538630247116089
x8QiMkG1In4,0.0,neutral,0.820263683795929,neutral,0.9396006464958191
CEii1_kEoZs,0.3182,neutral,0.8699502944946289,neutral,0.7986560463905334
qRuaR_O2t-4,0.0,neutral,0.6654499769210815,neutral,0.7479627728462219
EDvS-lPPBGs,0.0,neutral,0.7953786253929138,positive,0.7650153040885925
tEowIZi1jEU,0.0,neutral,0.8128801584243774,neutral,0.9270427823066711
5okhEqd5t_w,0.0,neutral,0.852828860282898,positive,0.8290220499038696
hFqBbCpc3DU,-0.6486,neutral,0.5669976472854614,neutral,0.869116485118866
IqATQtwOY34,0.0,neutral,0.9219017624855042,neutral,0.6831457614898682
JZB9uG7bUT8,0.0,neutral,0.9205369353294373,positive,0.8718452453613281
_DZHEuUfzJs,0.0,neutral,0.6849303841590881,neutral,0.9293672442436218
One2rMI8chY,0.0,neutral,0.8362498879432678,positive,0.6866973638534546
Abi8Mqyeyys,0.0,neutral,0.8783380389213562,neutral,0.9229328036308289
PZ-rOwANsq4,0.0,neutral,0.5624813437461853,neutral,0.9278178215026855
p-CXI1qRLKI,0.0,neutral,0.9085497260093689,positive,0.9178575873374939
Vv4e-qgKVs8,0.0,neutral,0.5173606276512146,neutral,0.8946029543876648
K9wDq1gYJgw,0.3612,neutral,0.8700571060180664,neutral,0.7476012110710144
gyNgPbVnKoA,0.0,neutral,0.7942594289779663,neutral,0.8690624833106995
AwbDD6htGYs,0.0,neutral,0.8759089708328247,neutral,0.9093993902206421
W57CrMHaqDU,0.0,neutral,0.852828860282898,neutral,0.7190032601356506
7o3NQnSvJZI,0.0,positive,0.4012986123561859,neutral,0.9244340658187866
i8lX1U_lm9M,0.0,neutral,0.9178061485290527,neutral,0.6195263266563416
s_zjSB-FSZ8,0.3182,neutral,0.9093329906463623,neutral,0.7441364526748657
PTSJC9Tmt4E,0.0,negative,0.6315657496452332,negative,0.518008291721344
6RiKrbFX6Kk,0.0,neutral,0.8753027319908142,positive,0.9600845575332642
WyHoaThrxSs,0.0,neutral,0.492295503616333,neutral,0.6991746425628662
UXB7aWq7CQM,0.0,neutral,0.8672544360160828,positive,0.6901600956916809
xDPZu1ZxxgE,0.0,neutral,0.8706435561180115,neutral,0.9264853596687317
UEaRXJyFJ3M,0.0,neutral,0.7953786253929138,neutral,0.863483726978302
7Bwd501arjI,0.0,neutral,0.8560208678245544,neutral,0.5858537554740906
BY3xHZWew2o,0.0,neutral,0.8025661706924438,positive,0.9529090523719788
ecUjp6g3JIU,0.0,neutral,0.9143926501274109,neutral,0.7835147380828857
gKjDjqp_ys8,0.0,neutral,0.8737345337867737,neutral,0.8907837867736816
4hSZzyN9RX8,0.0,neutral,0.9106985926628113,positive,0.9670287370681763
Wzp37Lf-58w,0.0,neutral,0.901689350605011,positive,0.8216975331306458
rud7JTonbXM,-0.5994,neutral,0.9046796560287476,neutral,0.6248173713684082
CbNaV--NsYI,0.0,neutral,0.7850939631462097,positive,0.7532891035079956
BzbbqGY-aJU,0.0,neutral,0.8637802600860596,neutral,0.5929803252220154
x4y4ExdowJA,0.0,neutral,0.8450756669044495,positive,0.6303357481956482
GDVUIgsKUF8,-0.296,neutral,0.8357518315315247,neutral,0.628847599029541
K7L443Jy8Po,0.0,neutral,0.819608211517334,neutral,0.5742897391319275
vtlF0GTdGUM,0.0,neutral,0.8456743955612183,positive,0.6281508803367615
SQY07nHJlrQ,0.6486,neutral,0.7215365767478943,neutral,0.7541823983192444
ouxrtiK7R7I,0.0,neutral,0.9269936084747314,neutral,0.7439500093460083
ME3imM1SfbY,-0.0258,neutral,0.7626700401306152,neutral,0.8736899495124817
DubwltPjtx0,0.128,neutral,0.850613534450531,neutral,0.9055724143981934
p8hcglIkAwU,0.0,neutral,0.8894570469856262,positive,0.4012986123561859
4cnTO0OY8VM,0.3612,neutral,0.9436105489730835,neutral,0.9160647988319397
3hNzvznXOg8,0.0,neutral,0.7257311344146729,neutral,0.8086792230606079
Trd4PwH85R8,0.0,neutral,0.8769775629043579,neutral,0.9263401031494141
0DRgr3EQKaY,0.0,neutral,0.9130681157112122,neutral,0.9072166681289673
Yid881W2lpI,0.4939,neutral,0.8392868041992188,positive,0.7920252680778503
Blk3xZhrHhQ,0.0,neutral,0.9132561087608337,positive,0.8298164010047913
ctB0pF9HG2k,0.0,neutral,0.8152799010276794,positive,0.895436704158783
y7Ghioat0_0,0.0,neutral,0.8701834678649902,neutral,0.8747445940971375
7mL8rOrd1HU,0.0,positive,0.6341236233711243,neutral,0.5579832792282104
49rOiAaAqOQ,0.4939,neutral,0.9024643301963806,neutral,0.9307566285133362
u2gfXGhxJ4E,0.128,neutral,0.8502757549285889,neutral,0.8448575735092163
Mlkd0xyQRlI,0.0,neutral,0.8825060129165649,neutral,0.8605243563652039
9jtPCPWkKX0,0.128,neutral,0.7523822784423828,neutral,0.9251721501350403
ldbBmKFoydI,0.0,neutral,0.8045628666877747,neutral,0.9480673670768738
eZgvODaokSI,0.0,neutral,0.8516854643821716,neutral,0.8352010250091553
nBjP3kbY4P0,0.0,neutral,0.9033994078636169,positive,0.762195348739624
iK5hj8mLiF0,0.0,negative,0.6796048879623413,neutral,0.7317111492156982
LdkKHDSZJrw,0.0,neutral,0.9430662989616394,,
Z4ADn6Tb6iM,0.0,neutral,0.8858603835105896,,
_brGg8-GMJA,0.0,neutral,0.8975996375083923,neutral,0.9094570279121399
BeiFVfyiSiw,0.0,neutral,0.7865709066390991,neutral,0.694327712059021
EllTLM55fsA,0.0,neutral,0.9049705266952515,positive,0.6606056094169617
OyN6iSopMPU,0.0,neutral,0.7505466938018799,neutral,0.7480072379112244
Tl-VTkh1yts,0.0,positive,0.4012986123561859,neutral,0.8900629878044128
lEddMuTXYXI,-0.5574,neutral,0.7222416400909424,neutral,0.8588010668754578
rgm7wOoqJrw,0.0,neutral,0.8551644086837769,neutral,0.8849010467529297
Fk2iL5NoV2c,0.0,neutral,0.9226734042167664,neutral,0.9363168478012085
vZC3XjFiEO8,0.0,positive,0.4012986123561859,neutral,0.9076485633850098
eRuxs80FTf4,-0.6597,negative,0.6704611778259277,neutral,0.9454509615898132
2Cr7VRBfJOw,0.0,neutral,0.9262942671775818,neutral,0.8100621104240417
sNF3CNcVxPU,0.128,neutral,0.8900279998779297,neutral,0.9136714935302734
vVc5epeae8g,0.0,neutral,0.7489537000656128,positive,0.7057821750640869
1S_usvoLBlY,0.0,neutral,0.7768544554710388,neutral,0.8273019790649414
piTHk4PEkPE,0.5719,positive,0.6842941045761108,positive,0.6971603035926819
EwhoJUZkzm8,0.0,neutral,0.91771000623703,neutral,0.9072192311286926
cRgPvITcP0A,0.0,neutral,0.7407503724098206,neutral,0.6527316570281982
zurOGnOYeyM,0.0,neutral,0.8578704595565796,positive,0.8594993352890015
8Xqmf8vTpbw,0.0,neutral,0.878612220287323,positive,0.7284426093101501
FKU2zCma9ms,0.0,neutral,0.9030200242996216,neutral,0.9106008410453796
CzqvRnDR4XQ,0.0,neutral,0.852828860282898,positive,0.5875737071037292
sEiZbIk6Mpo,0.0,neutral,0.8028264045715332,positive,0.9612164497375488
LOTMsBhOt9E,0.0,neutral,0.9062845706939697,neutral,0.9347479939460754
yxRx-hCa7pM,0.0,neutral,0.8501468300819397,,
hDIaj6K-3hA,0.0,neutral,0.8845495581626892,neutral,0.680634617805481
ckZ2HXFPtXY,0.0,neutral,0.9369021654129028,neutral,0.8351615071296692
2T2e7VoQJxA,0.0,neutral,0.8515125513076782,neutral,0.951594889163971
6Zpp89qojMY,0.0,neutral,0.8245695233345032,positive,0.9831761121749878
6M310hxIGik,0.0,neutral,0.8936516642570496,neutral,0.867861270904541
WASEyz6IUwc,0.0,neutral,0.9080250859260559,neutral,0.8908878564834595
yiBe3YV3VE4,0.6369,negative,0.8397594094276428,positive,0.6286668181419373
wwYPcD9H3bs,0.0,neutral,0.8753027319908142,positive,0.8009316325187683
1ym_q_oXnMc,0.0,neutral,0.891817569732666,positive,0.5824885964393616
C0uALyvraIE,0.0,neutral,0.8909722566604614,neutral,0.5033497214317322
0rNpHKSjIdQ,0.0,neutral,0.8507577776908875,neutral,0.8090264201164246
-E1tmVwtqAI,0.3612,neutral,0.8416428565979004,neutral,0.828657865524292
a1_hNAijyCE,0.5106,neutral,0.7936159372329712,neutral,0.8963550925254822
tHoN1gYSAoI,0.0,neutral,0.8722507357597351,neutral,0.9379590749740601
XDXvgpg-Q_s,0.0,neutral,0.8828374147415161,positive,0.7616254091262817
Oe4UHwGcsdo,0.0,neutral,0.793420135974884,neutral,0.817293107509613
eBWK0SENsME,0.0,neutral,0.8653541207313538,neutral,0.8559833765029907
8P8xspb7-5g,0.0,neutral,0.8489505052566528,neutral,0.7267908453941345
8dldC-HmO_E,0.0,neutral,0.7965165376663208,neutral,0.7990214228630066
3G-w7FdPhKs,0.0,neutral,0.9272708892822266,neutral,0.9314549565315247
68e-N4kSNjk,0.0,positive,0.5819032192230225,neutral,0.593209445476532
m1-ecNrC2Xc,0.0,neutral,0.7590669989585876,neutral,0.8575243949890137
Xy3awIxOJaE,0.0,neutral,0.9022538661956787,negative,0.6355926990509033
tC-0jTn8LHA,-0.8316,neutral,0.783466637134552,neutral,0.6939170956611633
Hu-eHbRSesY,0.0,neutral,0.8751024603843689,positive,0.8038837909698486
s7RQ2f9NV70,0.5719,positive,0.8364529013633728,neutral,0.6422824263572693
rgXjfM5Kbb8,0.0,neutral,0.9245835542678833,positive,0.956584632396698
WXUd6OhY5Ww,0.0,neutral,0.8926752805709839,neutral,0.87309730052948
Tw63QFIdGno,0.0,neutral,0.7433742880821228,positive,0.4012986123561859
