video_id,sentiment_title_vader,sentiment_title_roberta_label,sentiment_title_roberta_score,sentiment_description_roberta_label,sentiment_description_roberta_score
BmLfcwcVQvg,-0.5423,negative,0.6728408336639404,negative,0.8351258039474487
HfVQ1-JWVD0,0.0,neutral,0.7943371534347534,neutral,0.7283679246902466
P0XlP2Bbei8,-0.4588,negative,0.6696978211402893,positive,0.5103956460952759
-Fb48tivB-0,0.0,neutral,0.8952452540397644,neutral,0.8541193008422852
Xvu-_PnV_3o,0.0,neutral,0.9301152229309082,positive,0.9321323037147522
MitqjSYtwrQ,0.6124,positive,0.8969482183456421,positive,0.866355299949646
Xz_UD3A2pQs,-0.2263,neutral,0.5506351590156555,neutral,0.9234698414802551
VH4kbybo60Y,0.0,neutral,0.7391483187675476,neutral,0.8689355254173279
AUZ0Fx8YMxQ,-0.2263,neutral,0.5635774731636047,neutral,0.8786482810974121
k4guyXCop9k,0.5574,neutral,0.9271771907806396,neutral,0.9603842496871948
I5P3Z_TW-O4,0.0,positive,0.9393123388290405,neutral,0.5325008034706116
uD6AJGcn39k,0.0,neutral,0.7135974168777466,positive,0.7818185091018677
uyicaMSxlsY,0.2263,neutral,0.9045064449310303,positive,0.9415337443351746
oD1IOFEwbRs,-0.3412,negative,0.7936314344406128,neutral,0.8699893951416016
uIuS-48tSpE,0.1779,neutral,0.9171772599220276,neutral,0.5404173135757446
sm9HzBe2uSk,-0.4767,negative,0.7841368317604065,neutral,0.6146856546401978
XvM8bgweH74,0.4767,positive,0.5794347524642944,neutral,0.5886420607566833
E0v_idyvjco,0.6124,positive,0.6720908880233765,positive,0.6684755086898804
Z8FZewEPAAk,0.1779,neutral,0.887620747089386,neutral,0.8988088369369507
FQStbwNCl2Y,0.0,neutral,0.8556351661682129,neutral,0.8825118541717529
hmoAX9f6MOc,0.0,neutral,0.9063053131103516,positive,0.5259947776794434
g13t6ZpwGVM,-0.6597,negative,0.8444157242774963,positive,0.9287822246551514
DSqvNV_zf28,0.0,neutral,0.8493508696556091,neutral,0.8744663596153259
OVrAO60hGdM,0.1779,neutral,0.8634514808654785,neutral,0.6990976929664612
Em88jzZGPEA,0.0,negative,0.5763433575630188,neutral,0.7396554946899414
EgKdyHcZJcs,0.0,neutral,0.8692685961723328,neutral,0.6093939542770386
e_8Wojkl8Vo,0.2263,neutral,0.6073647141456604,neutral,0.870561420917511
cvehhXaFh8U,0.0,neutral,0.7956307530403137,neutral,0.7557157278060913
gXH7vytxGus,0.0,neutral,0.9318148493766785,neutral,0.8625721335411072
6c-4A-gNqS0,0.0,neutral,0.6578139066696167,neutral,0.6893914937973022
j6eFvbPhuxg,0.4019,positive,0.5211129188537598,positive,0.8911393284797668
27qjn0v4Av4,0.0,neutral,0.9138117432594299,neutral,0.8113845586776733
ypBNGdCCOmE,0.0,negative,0.5241022109985352,neutral,0.7214236259460449
3ZoFp4kq1lc,-0.7845,negative,0.8652390837669373,negative,0.7196593880653381
6uNyhReYv_A,0.2263,neutral,0.7775362133979797,positive,0.9460358023643494
iuJJuRpmt6o,0.0,neutral,0.6504084467887878,positive,0.9580513834953308
-r42_UzbGWU,0.0,negative,0.7063422799110413,neutral,0.8072605133056641
ebeV5uP88iI,0.3612,neutral,0.8996201753616333,positive,0.7126204967498779
f7VyJKVBt7g,0.0,neutral,0.8541872501373291,neutral,0.8098028302192688
v4N0u5wZ1pI,0.2023,negative,0.5785755515098572,neutral,0.8811759352684021
iY_lxlbZTBk,0.0,neutral,0.9379404187202454,neutral,0.5428780317306519
64ldCZcnS_Q,-0.1531,neutral,0.5023672580718994,neutral,0.8065691590309143
54mpqppLr5I,-0.4588,negative,0.5402719378471375,neutral,0.6644629240036011
7B8Q6D4a6TM,0.0,negative,0.7357993125915527,neutral,0.9318278431892395
U-j8x1gUbUw,0.0,neutral,0.7778034806251526,positive,0.5544154047966003
9GxY7SgdvxA,0.2263,negative,0.5831577777862549,neutral,0.8425939083099365
zlooI0IPDcY,0.0,neutral,0.9457950592041016,neutral,0.8790068030357361
NT83EVhzSEo,0.0,neutral,0.9420512318611145,neutral,0.867344856262207
ZxUC246dEp0,0.8176,positive,0.5829061269760132,positive,0.5469351410865784
t4AYUQnR6Is,-0.34,negative,0.6001343131065369,negative,0.7004916071891785
cy3I_Aj560o,0.0,neutral,0.7155040502548218,neutral,0.7842497825622559
sHqiG_hrbsc,-0.5106,neutral,0.667718231678009,negative,0.5461150407791138
y46x2UnPGgo,0.0,neutral,0.8261444568634033,positive,0.8889548182487488
jTmquAAj8Dw,0.0,neutral,0.9347308874130249,neutral,0.9022722244262695
9_MU1I7xKyo,0.0,neutral,0.9220676422119141,neutral,0.8834551572799683
v_v_SIPgGag,0.2023,neutral,0.603804349899292,positive,0.9559178948402405
xH1S9jgkHo8,0.0,negative,0.7367755174636841,neutral,0.5946071147918701
0Ik_XG1Fj5k,0.0,neutral,0.7124074101448059,neutral,0.5390406250953674
HbQZ7jAvgoI,0.0,neutral,0.8714072704315186,neutral,0.7251431345939636
6MYb0rBDYvs,-0.1531,neutral,0.7814908027648926,neutral,0.9497634172439575
StZIMue2bFU,0.4767,positive,0.5121691823005676,positive,0.8120232820510864
d04KTiB_Anw,0.0,neutral,0.7332491278648376,neutral,0.8793119788169861
k2WwkaDFWDE,0.0,neutral,0.9211404919624329,positive,0.8175711631774902
437k3pwNNQc,0.0,neutral,0.8661684989929199,neutral,0.8745505213737488
Z4LteRu0_cA,0.0,negative,0.6320644021034241,neutral,0.8560647964477539
NUm1OqJaZhQ,0.4215,neutral,0.8244650363922119,neutral,0.5835546255111694
zSQ3iuuDN5E,-0.4588,negative,0.7740564942359924,neutral,0.8078437447547913
ihkEf1Tk1e4,0.2023,neutral,0.505109965801239,positive,0.7177872061729431
nqW_YEPnYZg,0.2263,neutral,0.8809795379638672,neutral,0.8751928806304932
uhTkjgoFtq8,0.0,neutral,0.5880604982376099,neutral,0.9331106543540955
mgw7M-JABMg,0.0,neutral,0.9024356007575989,neutral,0.720266580581665
Sl4gM69bZUg,0.3612,positive,0.8012726306915283,positive,0.7133023142814636
p6E5EYSXmDQ,0.0,neutral,0.6959552764892578,neutral,0.67947918176651
usryT1v-EzQ,0.0,negative,0.6383315324783325,neutral,0.8849366307258606
3EcuDfDjUd8,0.4767,neutral,0.8336604833602905,neutral,0.5816837549209595
d4GnXTwEZJ4,0.4019,neutral,0.8901190161705017,positive,0.8526481986045837
t_sArut55nc,0.0,neutral,0.8553766012191772,neutral,0.6986243724822998
LeKYxo8c8_I,0.0,neutral,0.9257087707519531,positive,0.5022181868553162
eaXobQFxb84,0.4927,neutral,0.6203449368476868,neutral,0.7476403117179871
FLr_W1DLduM,0.5859,neutral,0.8561125993728638,neutral,0.8561125993728638
URz-RYEOaig,0.6808,neutral,0.8222144842147827,neutral,0.6809940934181213
YgQy70_LPS4,0.0,neutral,0.6246173977851868,neutral,0.84811931848526
IdjdNgvF42o,0.0,neutral,0.9362772703170776,neutral,0.9519945979118347
gUl-WHAL9qo,0.0,neutral,0.7927755117416382,positive,0.9121184945106506
W2a94gTP8Lc,-0.3818,negative,0.5997382998466492,neutral,0.8366875648498535
d1RjxEBWqLA,0.0,neutral,0.6235928535461426,neutral,0.5730888843536377
RVtnsNDXuaY,-0.4867,negative,0.6936200261116028,neutral,0.7137576341629028
Jeb6Pf-DTq4,0.8934,positive,0.8736559152603149,positive,0.8409028649330139
vrs8Ljv9J6s,0.0,negative,0.49713262915611267,neutral,0.855932354927063
lrYx7HaUlMY,0.0,neutral,0.825248658657074,neutral,0.686214804649353
XYBx__4iAUw,0.0,negative,0.7063422799110413,neutral,0.8232703804969788
d4UPLo5u2QI,0.0,neutral,0.9322478175163269,neutral,0.8829904794692993
bJw3s85EcxM,0.0,neutral,0.9138845205307007,neutral,0.9147506356239319
bEzIEkjSSJo,0.0,neutral,0.9423660635948181,neutral,0.8717793822288513
2HFlEapUGbY,-0.1027,neutral,0.5023597478866577,neutral,0.8539443016052246
pFJi3TopgEY,-0.8658,negative,0.8352758884429932,negative,0.7748388051986694
Mh8w19P_IG8,0.4404,positive,0.7597479224205017,neutral,0.6340581178665161
i8Yh9QgEdFw,0.0,neutral,0.7099462151527405,neutral,0.7455924153327942
o0OzzDGlFYE,0.0,neutral,0.7682480216026306,neutral,0.6398043632507324
I1cw8J9hsn4,0.5994,neutral,0.7843621969223022,neutral,0.6128720045089722
y7D-JhtAQpM,0.2023,neutral,0.77695631980896,neutral,0.6506198048591614
ed78dYHQ9eU,0.1531,neutral,0.8186036944389343,neutral,0.817362368106842
5k7-GX01Unc,0.0,neutral,0.7977501749992371,neutral,0.8174470663070679
VKW39dAEOak,0.0,negative,0.6494643688201904,neutral,0.9365096092224121
QOOw2E_qAsE,0.0,neutral,0.8171061873435974,positive,0.9633446931838989
YMRnuR-5k-0,0.0,neutral,0.4981200695037842,neutral,0.852938175201416
K1hcl-iyHP0,0.128,negative,0.7970728874206543,neutral,0.6969680786132812
yLf61FrgT40,0.0,neutral,0.5587400794029236,neutral,0.7133122086524963
EAYiyyUOwDg,0.5423,neutral,0.7929375767707825,neutral,0.7413039803504944
W29PQq5QnTw,0.5859,neutral,0.5725555419921875,neutral,0.7408887147903442
RsGX33cDQ_M,-0.4767,negative,0.820560097694397,positive,0.5621160864830017
pvRYamafT0c,-0.128,negative,0.7174842953681946,neutral,0.8028651475906372
2VBaFEmKa68,-0.34,negative,0.6382871866226196,negative,0.5241901874542236
OhmoN0wNKAo,0.5859,neutral,0.6180710792541504,neutral,0.5924955606460571
uBQjOEQhB3k,-0.5106,neutral,0.9135885238647461,neutral,0.7251996397972107
w9fpOY3ZJv8,0.0,neutral,0.6611670851707458,neutral,0.9251526594161987
M_ypQSUq6bc,0.4019,neutral,0.6055048108100891,neutral,0.8076025247573853
lGHtoBJMcgU,0.5267,neutral,0.9128879904747009,neutral,0.9281558990478516
tTUuiXJfxqI,-0.5574,negative,0.6633280515670776,neutral,0.9058776497840881
6RnKHeCihBY,0.0,neutral,0.6194123029708862,neutral,0.5271005034446716
CaO-krc5ZRM,0.7096,neutral,0.5944422483444214,neutral,0.5682327151298523
Twd5cE_-rFQ,-0.5777,negative,0.9202175140380859,positive,0.6838294863700867
IsnRJ3YxDSk,0.5859,neutral,0.7068918943405151,positive,0.7418992519378662
tukcaqEpGYo,0.5859,neutral,0.7919228672981262,neutral,0.6827658414840698
4BcsPDn0yf0,0.0,neutral,0.8074854612350464,positive,0.765869677066803
J4chjpmYiow,0.0,neutral,0.5511137247085571,neutral,0.6893351674079895
XPLpY57rUoI,0.0,neutral,0.5015237927436829,neutral,0.6531513929367065
7cf5JuJ-tdg,0.4404,positive,0.6250458359718323,neutral,0.8430172204971313
EVTYhfWr9u0,0.0,neutral,0.8611323237419128,neutral,0.7935105562210083
HnP2yjqrZDg,0.25,positive,0.5025340914726257,neutral,0.6132436990737915
wzFNomiBXVQ,0.0,neutral,0.5914669036865234,neutral,0.8300179839134216
FhpaeuPFpOY,0.7964,positive,0.8247561454772949,positive,0.8432406187057495
xmP2ZAT3obM,0.0,neutral,0.9490254521369934,neutral,0.8310455083847046
VGpNcwFagBA,0.0,positive,0.5291097164154053,neutral,0.7307937145233154
iOltxADOJ3s,0.0,neutral,0.9009682536125183,neutral,0.6375220417976379
